简码：aq	安全
简码：klvi	可怜之人必有可恨之处
简码：klxf	开路先锋
简码：klyy	看了一眼
简码：klyh	亢龙有悔
简码：klyx	看了一下
简码：klzs	考虑再三
简码：kmfj	口蜜腹剑
简码：kmfi	枯木逢春
简码：kmgp	坑蒙拐骗
简码：kmju	开门见山
简码：kmjb	快马加鞭
简码：kmyd	开门揖盗
简码：kmls	喀麦隆
简码：kmui	开幕式
简码：kmvd	孔孟之道
简码：kmvl	口没遮拦
简码：kmyb	快马一鞭
简码：kmyi	抗美援朝
简码：knba	可能吧
简码：kndu	跨年度
简码：knii	困难重重
简码：knma	可能吗
简码：knxk	可能性
简码：knya	肯尼亚
简码：kphi	看破红尘
简码：kpla	堪培拉
简码：kpyu	开篇伊始
简码：kqbu	口气不善
简码：kqjh	空前绝后
简码：kqkl	看情况
简码：kqky	口腔溃疡
简码：kqkj	克勤克俭
简码：kqke	口腔科
简码：kqkd	可圈可点
简码：kqld	看起来
简码：kquv	矿泉水
简码：kqvi	可取之处
简码：krbd	岿然不动
简码：krij	旷日持久
简码：krit	喟然长叹
简码：krji	苦肉计
简码：krky	快人快语
简码：krnc	看热闹
简码：krxh	口若悬河
简码：krxx	扣人心弦
简码：krxc	看人下菜
简码：ksmx	苦思冥想
简码：kstx	客死他乡
简码：ksvl	哭丧着脸
简码：ksvb	客随主便
简码：kswo	科索沃
简码：ksxk	可塑性
简码：ktbm	口吐白沫
简码：ktdw	科特迪瓦
简码：kter	卡塔尔
简码：kthx	客套话
简码：kthd	哭天喊地
简码：ktij	口头禅
简码：ktpd	开天辟地
简码：ktqd	哭天抢地
简码：ktrk	慷他人之慨
简码：ktuh	口头上
简码：ktuz	看图识字
简码：ktvp	空头支票
简码：ktyu	口头语
简码：kuby	恪守不渝
简码：kudc	空手道
简码：kueg	空手而归
简码：kuhx	口水话
简码：kuis	瞌睡虫
简码：kuj	跨世纪
简码：kukx	可上可下
简码：kuqu	看上去
简码：kuqc	旷世奇才
简码：kutl	空手套白狼
简码：kuv	口水战
简码：kuvv	口舌之争
简码：kuwp	口说无凭
简码：kuxf	口是心非
简码：kuyd	困兽犹斗
简码：kvbj	看着办
简码：kvby	枯枝败叶
简码：kvbv	控制不住
简码：kvin	开张吃三年
简码：kvjz	抗震救灾
简码：kvlg	空中楼阁
简码：kvlv	空置率
简码：kvmk	扩展名
简码：kvmh	苛政猛于虎
简码：kvmb	控制面板
简码：kvqj	刻舟求剑
简码：kvrk	脍炙人口
简码：kvzl	苦中作乐
简码：kwbn	勘误表
简码：kwbj	可望不可即
简码：kwej	可望而不可即
简码：kwju	矿务局
简码：kwte	科威特
简码：kwui	可谓是
简码：kwvi	矿物质
简码：kwvl	口无遮拦
简码：kwxn	开玩笑
简码：kwxd	开玩笑的
简码：kwyl	孔武有力
简码：kwyr	空无一人
简码：kwyw	空无一物
简码：kwzd	狂妄自大
简码：kxbd	哭笑不得
简码：kxev	可想而知
简码：kxgy	苦心孤诣
简码：kxhk	夸下海口
简码：kxid	开小差
简码：kxjx	科学家
简码：kxjy	苦心经营
简码：kxkh	可喜可贺
简码：kxlf	空穴来风
简码：kxsg	苦行僧
简码：kxth	口香糖
简码：kxvr	胯下之辱
简码：kxxk	可行性
简码：kxyi	空喜一场
简码：kxzc	开小灶
简码：kybm	看一遍
简码：kybq	可遇不可求
简码：kybk	看也不看
简码：kydm	快一点
简码：kydr	宽以待人
简码：kydh	可以的话
简码：kyie	开夜车
简码：kyjl	开源节流
简码：kyjd	宽衣解带
简码：kykj	看一看
简码：kykw	可有可无
简码：kyl	可以了
简码：kyrs	可与人言无二三
简码：kyui	跨越式
简码：kyxx	看一下
简码：kyxk	抗药性
简码：kyxp	快一些
简码：kyyx	溃于蚁穴
简码：kyzi	看样子
简码：kzmy	开宗明义
简码：kzy	看走眼
简码：kzyl	看在眼里
简码：lx	联系
简码：lt	两天
简码：lj	了解
简码：lf	浪费
简码：lahc	柳暗花明又一村
简码：lahm	柳暗花明
简码：lbb	冷冰冰
简码：lbbk	狼狈不堪
简码：lbcx	力不从心
简码：lbde	了不得
简码：lbdj	联邦调查局
简码：lber	老伴儿
简码：lbhh	老本行
简码：lbji	来不及
简码：lbjl	来不及了
简码：lbjn	兰博基尼
简码：lbkd	离不开
简码：lbkf	礼不可废
简码：lbkp	牢不可破
简码：lbkv	乐不可支
简码：lbld	来不来
简码：lblw	累不累
简码：lblg	冷不冷
简码：lbly	利比里亚
简码：lbmm	厉兵秣马
简码：lbnl	老板娘
简码：lbnj	力不能及
简码：lbnf	黎巴嫩
简码：lbqi	了不起
简码：lbqc	萝卜青菜
简码：lbqb	劣币驱逐良币
简码：lbs	老不死
简码：lbsu	乐不思蜀
简码：lbsd	老不死的
简码：lbt	礼拜天
简码：lbtm	老半天
简码：lbur	力不胜任
简码：lbuy	路不拾遗
简码：lbut	狼奔豕突
简码：lbuh	力拔山河
简码：lbvu	留不住
简码：lbwj	狼狈为奸
简码：lbwu	两不误
简码：lbwv	狼狈万状
简码：lbx	老百姓
简码：lbxy	聊表心意
简码：lbxg	两不相干
简码：lbya	利比亚
简码：lbzu	珞巴族
简码：lcbp	乐此不疲
简码：lccv	立此存照
简码：lcry	绿草如茵
简码：lcsf	屡次三番
简码：lcvb	鳞次栉比
简码：lcvq	零存整取
简码：lcww	另存为
简码：lcwk	落草为寇
简码：lcza	流窜作案
简码：ldbd	雷打不动
简码：ldbi	漏洞百出
简码：ldbl	另当别论
简码：ldbx	老大不小
简码：ldf	老地方
简码：ldg	老大哥
简码：ldif	立地成佛
简码：ldit	老调重弹
简码：ldji	来得及
简码：ldju	劳动局
简码：ldjj	雷电交加
简码：ldjp	老大姐
简码：ldkd	离得开
简码：ldmv	拉丁美洲
简码：ldmy	灵丹妙药
简码：ldnj	老大难
简码：ldnl	老大娘
简码：ldq	懒得去
简码：ldqz	留得青山在
简码：ldr	两代人
简码：ldry	锒铛入狱
简码：ldrg	礼多人不怪
简码：ldrk	来得容易去得快
简码：ldtj	李代桃僵
简码：ldtb	老大徒伤悲
简码：ldwi	老大无成
简码：ldwq	力大无穷
简码：ldxk	流动性
简码：ldxm	浪得虚名
简码：ldya	老掉牙
简码：ldyu	落地有声
简码：ldyb	利大于弊
简码：ldyv	老当益壮
简码：ldyy	乱点鸳鸯
简码：ldye	老大爷
简码：ldyp	乱点鸳鸯谱
简码：ldzj	流动资金
简码：ldzm	拉丁字母
简码：ldzr	连带责任
简码：lebs	老而不死
简码：lebz	老而不死是为贼
简码：lebu	两耳不闻窗外事
简码：lewf	乐而忘返
简码：lewg	劳而无功
简码：lfbu	流芳百世
简码：lffw	龙飞凤舞
简码：lfhu	绿肥红瘦
简码：lfhm	鸾凤和鸣
简码：lfix	龙凤呈祥
简码：lflq	老夫老妻
简码：lfmm	两方面
简码：lfmi	立方米
简码：lfqg	流芳千古
简码：lfti	立方体
简码：lfuv	轮番上阵
简码：lfuq	老夫少妻
简码：lfvs	两分钟
简码：lfyf	罗敷有夫
简码：lgd	老古董
简码：lgdp	连滚带爬
简码：lgdy	两个多月
简码：lgdu	两个多小时
简码：lgdv	两个多钟
简码：lgdr	连锅端
简码：lgfn	龙肝凤脑
简码：lgg	老公公
简码：lghu	泸沽湖
简码：lgj	老规矩
简码：lgke	理工科
简码：lgqj	六根清净
简码：lgrf	两个人
简码：lgsk	卢甘斯克
简码：lguz	立功赎罪
简码：lgvs	两个钟
简码：lgvb	立国之本
简码：lgvt	两个钟头
简码：lgvy	乐观主义
简码：lgxk	劣根性
简码：lgxu	两个小时
简码：lgxq	两个星期
简码：lgyt	两个月
简码：lgyc	流光溢彩
简码：lgzi	两个字
简码：lgdx	理工大学
简码：lhba	厉害吧
简码：lhbc	脸红脖子粗
简码：lhdb	灵活多变
简码：lhdy	梨花带雨
简码：lhet	落荒而逃
简码：lhgo	联合国
简码：lhhe	乐呵呵
简码：lhhs	乱哄哄
简码：lhiq	炉火纯青
简码：lhj	连环计
简码：lhjd	灵活机动
简码：lhjj	烈火见真金
简码：lhjk	老花镜
简码：lhli	老黄历
简码：lhlu	落花流水
简码：lhly	两河流域
简码：lhma	癞蛤蟆
简码：lhmr	癞蛤蟆想吃天鹅肉
简码：lhnq	老黄牛
简码：lhna	氯化钠
简码：lhpd	老虎屁股摸不得
简码：lhqm	零花钱
简码：lhtu	老糊涂
简码：lhti	老汉推车
简码：lhui	两回事
简码：lhuh	老和尚
简码：lhvi	兰花指
简码：lhvf	联合政府
简码：lhwh	联欢晚会
简码：lhxk	灵活性
简码：lhxd	两虎相斗
简码：lhxg	利害相关
简码：lhxt	脸红心跳
简码：lhxv	两虎相争
简码：lhy	老花眼
简码：lhyg	利害攸关
简码：lhyy	落花有意
简码：lhzu	拉祜族
简码：libx	离愁别绪
简码：libz	驴唇不对马嘴
简码：liht	脸朝黄土背朝天
简码：liiv	老成持重
简码：lijf	六朝金粉
简码：lijr	良辰吉日
简码：limj	良辰美景
简码：liyv	乱成一锅粥
简码：lizz	乱臣贼子
简码：ljbg	屡教不改
简码：ljbp	路见不平
简码：ljbv	屡禁不止
简码：ljbx	屡见不鲜
简码：ljfm	棱角分明
简码：ljfg	廉洁奉公
简码：ljfi	龙驹凤雏
简码：ljfl	老骥伏枥
简码：ljfn	良家妇女
简码：ljhu	老江湖
简码：ljia	龙井茶
简码：ljih	拉家常
简码：ljim	老将出马
简码：ljjl	辣椒酱
简码：ljjh	老奸巨猾
简码：ljjk	亮晶晶
简码：ljll	廉价劳动力
简码：ljpd	离经叛道
简码：ljqn	立交桥
简码：ljts	垃圾桶
简码：ljtv	励精图治
简码：ljty	浪迹天涯
简码：lju	累计数
简码：ljub	乐极生悲
简码：ljvj	拉锯战
简码：ljxl	垃圾箱
简码：ljxu	落井下石
简码：ljxk	逻辑性
简码：ljyd	灵机一动
简码：ljyb	略见一斑
简码：ljyx	了解一下
简码：ljzl	廉洁自律
简码：ljzx	乱箭攒心
简码：lkgg	劳苦功高
简码：lkq	冷空气
简码：lkss	雷克萨斯
简码：lkyk	雷克雅未克
简码：lkyx	良苦用心
简码：lkz	两口子
简码：llbt	浪里白条
简码：lldf	落落大方
简码：llex	量力而行
简码：llfi	沦落风尘
简码：llfx	雷厉风行
简码：llgh	落落寡欢
简码：llh	老龄化
简码：llhu	拦路虎
简码：llid	两肋插刀
简码：llii	拉拉扯扯
简码：lljj	寥寥几句
简码：lljv	淋漓尽致
简码：llk	老两口
简码：lll	狼来了
简码：lllj	理论联系实际
简码：llls	啰里啰嗦
简码：lllq	聊来聊去
简码：llla	啦啦啦
简码：llpw	拉郎配
简码：llq	浏览器
简码：llqk	朗朗乾坤
简码：llqq	来来去去
简码：llrx	笼络人心
简码：llss	零零碎碎
简码：lltt	邋邋遢遢
简码：lltx	勠力同心
简码：lluh	理论上
简码：llur	寥寥数人
简码：lluk	朗朗上口
简码：llus	流离失所
简码：lluu	老老实实
简码：lluy	寥寥数语
简码：llvv	林林种种
简码：llvj	乱了阵脚
简码：llvt	老来这一套
简码：llwf	流连忘返
简码：llyx	聊了一下
简码：llzm	历历在目
简码：llzz	林林总总
简码：llzh	老泪纵横
简码：lmbj	连绵不绝
简码：lmbx	黎民百姓
简码：lmdk	罗曼蒂克
简码：lmdg	罗马帝国
简码：lmgv	廉明公正
简码：lmju	龙马精神
简码：lmmx	路漫漫其修远兮
简码：lmma	老妈妈
简码：lmny	罗马尼亚
简码：lmui	两码事
简码：lmuc	劳民伤财
简码：lmus	老谋深算
简码：lmut	老马识途
简码：lmvf	龙门阵
简码：lmyj	临门一脚
简码：lmz	绿帽子
简码：lnbl	流年不利
简码：lnfq	烂泥扶不上墙
简码：lnid	老年痴呆
简码：lnic	老牛吃嫩草
简码：lnnd	老奶奶
简码：lnsu	流年似水
简码：lnud	老牛舐犊
简码：lnug	辽宁省
简码：lnzv	冷暖自知
简码：lpg	癞皮狗
简码：lphj	龙盘虎踞
简码：lply	廉颇老矣
简码：lpld	连篇累牍
简码：lppo	老婆婆
简码：lpvy	力排众议
简码：lpxj	另辟蹊径
简码：lpyz	老朋友
简码：lqbg	屡劝不改
简码：lqbr	六亲不认
简码：lqbz	乱七八糟
简码：lqcc	来去匆匆
简码：lqcq	理屈词穷
简码：lqdv	六七点钟
简码：lqgm	另请高明
简码：lqhq	老气横秋
简码：lqlz	另起炉灶
简码：lqn	六七年
简码：lqqv	礼轻情意重
简码：lqqy	郎情妾意
简码：lqrf	来去如风
简码：lqsd	零敲碎打
简码：lqwz	来去无踪
简码：lqwq	乐趣无穷
简码：lqxy	两情相悦
简码：lqzm	良禽择木
简码：lqzy	来去自由
简码：lrbc	老弱病残
简码：lrbu	冷若冰霜
简码：lrbj	令人不解
简码：lrdr	令人动容
简码：lrfj	令人费解
简码：lrfg	令人反感
简码：lrfi	来日方长
简码：lrfv	令人发指
简码：lrix	寥若晨星
简码：lrij	令人吃惊
简码：lrj	老人家
简码：lrjv	路人皆知
简码：lrjx	令人惊喜
简码：lrjy	令人惊讶
简码：lrlv	利润率
简码：lrlj	利人利己
简码：lrmy	令人满意
简码：lrqy	泪如泉涌
简码：lrty	令人讨厌
简码：lruw	令人神往
简码：lruy	令人生厌
简码：lrvv	了如指掌
简码：lrvj	令人震惊
简码：lrwi	量入为出
简码：lrxf	令人信服
简码：lrxv	令人心折
简码：lryx	泪如雨下
简码：lryy	烈日炎炎
简码：lrzo	令人作呕
简码：lrzt	令人赞叹
简码：lsbc	卢森堡
简码：lsbf	里斯本
简码：lsbl	老死不相往来
简码：lsci	两三次
简码：lsdc	螺丝刀
简码：lsdm	两三点
简码：lsfy	连锁反应
简码：lsge	两三个
简码：lsh	络腮胡
简码：lshv	两三回
简码：lshb	绿色环保
简码：lsju	两三句
简码：lsjh	两三句话
简码：lsle	累死了
简码：lslh	累死累活
简码：lsld	临死拉个垫背的
简码：lsls	劳斯莱斯
简码：lsnm	两三年
简码：lsnj	力所能及
简码：lsrf	累死人
简码：lsrd	老僧入定
简码：lss	凉飕飕
简码：lssv	两三岁
简码：lstm	两三天
简码：lsto	莱索托
简码：lsuu	鹿死谁手
简码：lsyu	类似于
简码：lsyd	理所应当
简码：lszu	傈僳族
简码：ltbx	来头不小
简码：ltcy	量体裁衣
简码：ltdj	鹿特丹
简码：lter	老头儿
简码：ltg	立体感
简码：lthy	狼吞虎咽
简码：lthx	龙潭虎穴
简码：ltji	落汤鸡
简码：ltlu	两条路
简码：ltln	愣头愣脑
简码：ltly	流通领域
简码：ltlv	老态龙钟
简码：ltpo	老太婆
简码：ltpd	乐天派
简码：ltqb	乱弹琴
简码：ltqd	流通渠道
简码：lttd	老太太
简码：ltug	立体声
简码：ltuw	两天晒网
简码：ltvb	力透纸背
简码：ltvm	乐天知命
简码：ltw	立陶宛
简码：ltwg	里通外国
简码：ltwj	雷霆万钧
简码：ltwl	离题万里
简码：ltwy	拉脱维亚
简码：ltxt	老同学
简码：ltxq	离退休
简码：ltye	老天爷
简码：ltyy	老天有眼
简码：ltz	烂摊子
简码：ltzi	老头子
简码：lubf	流水不腐
简码：lubj	老实巴交
简码：lub	临时抱佛脚
简码：lubq	敛声屏气
简码：lubu	屡试不爽
简码：luch	辣手摧花
简码：ludv	量身定制
简码：lugj	老鼠过街
简码：lugd	老鼠过街人人喊打
简码：lugs	临时工
简码：luhz	龙蛇混杂
简码：luhj	六十花甲
简码：luiq	吕氏春秋
简码：luit	老生常谈
简码：luiy	绿树成荫
简码：luji	洛杉矶
简码：lujz	梁上君子
简码：lujt	龙生九子各不同
简码：lukk	两手空空
简码：luqy	临时起意
简码：lur	老实人
简码：luvb	两手准备
简码：luvd	乱世重典
简码：luvm	庐山真面目
简码：luwg	滥杀无辜
简码：luwl	礼尚往来
简码：luwq	流水无情
简码：luwr	两世为人
简码：luwv	六神无主
简码：luxk	临时性
简码：luxt	历史学
简码：luxy	老少咸宜
简码：luxj	历史学家
简码：luyi	略胜一筹
简码：luyw	聊胜于无
简码：luyx	烂熟于心
简码：luyd	乱世用重典
简码：luzz	老神在在
简码：lvby	来之不易
简码：lvbj	来者不拒
简码：lvbu	来者不善
简码：lvdj	溜之大吉
简码：lvhd	龙争虎斗
简码：lvlb	屡战屡败
简码：lvmq	临阵磨枪
简码：lvqv	理直气壮
简码：lvsy	连中三元
简码：lvts	临阵退缩
简码：lvtt	临阵脱逃
简码：lvvd	立锥之地
简码：lvvn	笼中之鸟
简码：lvvy	聊斋志异
简码：lvyu	雷阵雨
简码：lwbj	临危不惧
简码：lwbl	临危不乱
简码：lwbr	里外不是人
简码：lwkl	力挽狂澜
简码：lwqg	了无牵挂
简码：lwuq	了无生趣
简码：lwum	临危受命
简码：lwvy	漏网之鱼
简码：lwxb	沦为笑柄
简码：lxbj	离乡背井
简码：lxdh	联系电话
简码：lxfz	量小非君子
简码：lxgu	例行公事
简码：lxgf	狼心狗肺
简码：lxgy	流星赶月
简码：lxgq	流行歌曲
简码：lxju	连续剧
简码：lxh	柳下惠
简码：lxhx	理想化
简码：lxhb	龙行虎步
简码：lxhv	兰心蕙质
简码：lxin	老羞成怒
简码：lxjv	令行禁止
简码：lxjy	厉行节约
简码：lxjq	老学究
简码：lxl	留下来
简码：lxld	离心离德
简码：lxli	连下两城
简码：lxpm	溜须拍马
简码：lxqf	两袖清风
简码：lxqy	两厢情愿
简码：lxry	履险如夷
简码：lxtr	旅行团
简码：lxui	两小时
简码：lxug	留学生
简码：lxvd	理想中的
简码：lxwc	两小无猜
简码：lxwm	落下帷幕
简码：lxxk	连续性
简码：lxxu	礼贤下士
简码：lxxy	怜香惜玉
简码：lxyi	略逊一筹
简码：lxyr	礼下于人
简码：lxzi	两下子
简码：lyaj	乐业安居
简码：lyb	另一半
简码：lybd	力有不逮
简码：lybf	落英缤纷
简码：lybq	良莠不齐
简码：lybw	老一辈
简码：lycc	来也匆匆
简码：lydd	老一代
简码：lyde	利雅得
简码：lydg	路有冻死骨
简码：lyff	劳燕分飞
简码：lyfy	流言蜚语
简码：lyfm	另一方面
简码：lyge	另一个
简码：lygg	落叶归根
简码：lygr	另一个人
简码：lyhe	莱茵河
简码：lyhu	另一回事
简码：lyhh	老眼昏花
简码：lyiu	滥竽充数
简码：lyjh	劳逸结合
简码：lyjn	累月经年
简码：lyji	录音机
简码：lykk	良药苦口
简码：lyl	利用率
简码：lylm	练一练
简码：lyly	冷言冷语
简码：lymm	另一面
简码：lyp	录音棚
简码：lypg	冷眼旁观
简码：lyq	路由器
简码：lyqm	零用钱
简码：lyqy	连衣裙
简码：lyqr	另有其人
简码：lyrc	理应如此
